דרך,כיוון,שנה,חודש,ממוצע יומי באלפים,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
דרך 4 קטע 230 מק''מ 177.4 עד ק''מ 190.8 מצומת פוריידיס עד צומת עתלית מקום הצבה 179.8,0,2021,8,15.8,177,103,69,56,73,216,483,785,955,969,984,1012,1042,995,996,1055,1059,1037,949,843,654,506,444,302
דרך 4 קטע 230 מק''מ 177.4 עד ק''מ 190.8 מצומת פוריידיס עד צומת עתלית מקום הצבה 179.8,1,2021,8,8.0,102,63,40,27,35,108,265,425,535,540,510,487,505,478,479,474,516,506,504,451,347,241,189,151
דרך 4 קטע 230 מק''מ 177.4 עד ק''מ 190.8 מצומת פוריידיס עד צומת עתלית מקום הצבה 179.8,2,2021,8,7.8,75,40,30,28,38,108,218,360,420,430,474,525,537,517,517,581,544,531,445,392,307,265,255,150
דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,דרך: דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,0,2017,11,15.9,123,78,57,49,87,252,597,1244,1272,936,881,882,930,975,1003,1144,1227,1074,893,714,530,369,296,282
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,0,2018,2,16.2,111,71,62,54,101,271,663,1296,1154,909,867,921,1002,1044,1088,1210,1233,1078,885,750,493,353,352,270
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,0,2019,11,16.3,121,72,54,52,93,304,738,1390,1193,938,901,928,1023,1040,1072,1218,1235,1057,876,659,494,352,292,213
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,0,2020,7,13.7,141,75,42,44,63,175,444,826,918,795,753,775,893,908,854,922,1028,947,809,701,587,454,329,244
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,1,2020,7,6.6,77,42,23,22,25,74,209,449,518,443,373,351,397,421,402,401,467,430,373,328,283,229,151,122
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,2,2020,7,7.1,64,33,19,22,38,102,236,377,401,352,380,424,496,487,453,521,561,517,435,373,303,225,179,122
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,0,2021,8,16.8,191,122,73,65,72,205,488,865,1050,1027,1038,1039,1082,1058,1050,1098,1134,1109,1046,927,692,531,531,317
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,1,2021,8,8.5,116,75,41,30,31,81,242,463,597,573,544,497,518,506,513,510,548,538,561,504,356,248,194,173
דרך 4 קטע 240 מק''מ 190.8 עד ק''מ 195.0 מצומת עתלית עד כניסה לטירת כרמל (דרום) מקום הצבה 191.4,2,2021,8,8.4,75,48,32,35,41,123,246,403,453,454,494,542,564,552,537,588,586,571,484,423,336,282,337,144
דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,דרך: דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0
דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,0,2021,8,40.4,475,268,190,151,189,484,1320,2260,2413,2272,2334,2451,2574,2545,2542,2715,2916,2871,2579,2349,1657,1230,920,667
דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,1,2021,8,20.5,187,107,82,71,104,315,812,1276,1308,1263,1294,1293,1307,1256,1208,1336,1429,1400,1254,1165,814,549,389,286
דרך 4 קטע 250 מק''מ 195.0 עד ק''מ 200.3 מכניסה לטירת כרמל (דרום) עד מחלף חיפה דרום מקום הצבה 199.0,2,2021,8,19.9,288,161,109,79,85,169,508,984,1105,1009,1040,1158,1266,1289,1333,1379,1487,1471,1324,1184,843,682,530,381
דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,דרך: דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,0,2018,12,77.9,767,486,391,444,828,2650,4901,5350,5081,3899,3912,4130,4286,4479,4962,5121,5461,4713,4215,3529,2847,2324,1793,1292
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,1,2018,12,40.0,251,169,160,231,581,2069,3707,3505,3408,2199,2062,2070,1961,1996,2256,2172,2356,2044,1968,1646,1203,916,643,416
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,2,2018,12,37.9,516,317,230,213,247,580,1194,1845,1673,1700,1850,2060,2324,2482,2707,2949,3105,2670,2247,1883,1644,1408,1150,875
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,0,2020,7,55.3,776,431,269,229,348,1012,2910,3974,3609,2925,2721,2781,3012,3208,3358,3715,3928,3430,2886,2570,2255,2008,1681,1261
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,1,2020,7,23.4,437,250,153,105,91,175,422,810,917,892,1004,1158,1379,1546,1688,2091,2226,1826,1445,1239,1096,972,792,681
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,2,2020,7,31.9,339,180,116,124,258,837,2488,3163,2692,2033,1717,1623,1633,1662,1670,1624,1702,1603,1441,1330,1159,1035,888,580
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,0,2021,10,88.2,1202,723,509,466,736,2158,4637,4560,4832,4862,4658,4774,4991,5209,5583,5883,5823,5424,5204,4785,3903,2973,2422,1893
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,1,2021,10,40.4,732,435,288,222,222,420,1251,1819,1910,1879,1944,2090,2298,2502,2725,2954,3015,2779,2673,2320,1955,1524,1332,1077
דרך 4 קטע 280 מק''מ 228.7 עד ק''מ 230.5 מצומת עין המפרץ עד צומת עכו (מזרח) מקום הצבה 228.9,2,2021,10,47.8,470,288,221,244,514,1738,3386,2741,2923,2984,2713,2683,2693,2707,2858,2929,2808,2645,2530,2465,1948,1450,1090,815
דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,דרך: דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,0,2017,6,46.5,647,389,207,229,417,1431,3019,3349,2931,2554,2468,2345,2476,2729,2778,3107,2702,2478,2239,2204,1869,1511,1239,1143
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,1,2017,6,23.2,323,195,104,114,209,715,1509,1674,1465,1277,1234,1173,1238,1365,1389,1553,1351,1239,1120,1102,935,756,620,571
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,0,2018,12,48.8,473,289,216,225,457,1455,2573,3021,2803,2524,2524,2675,2769,3073,3377,3540,3211,2936,2825,2386,1912,1545,1175,787
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,1,2018,12,23.1,170,106,92,117,306,1016,1511,1593,1473,1342,1242,1260,1330,1437,1498,1592,1390,1183,1127,1034,835,633,470,313
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,2,2018,12,25.7,304,183,124,107,151,439,1062,1428,1330,1182,1282,1415,1440,1636,1878,1947,1821,1753,1699,1352,1077,912,706,474
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,0,2019,7,49.0,631,375,260,260,581,2152,3071,3260,2816,2655,2541,2637,2718,2802,2930,3101,2661,2538,2282,2231,2049,1797,1539,1141
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,1,2019,7,24.5,316,188,130,130,291,1076,1536,1630,1408,1327,1270,1319,1359,1401,1465,1550,1330,1269,1141,1116,1025,898,769,570
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,0,2020,7,35.0,552,328,214,186,233,644,1896,2396,2066,1755,1625,1678,1825,1980,2190,2466,2574,2173,1819,1633,1456,1305,1109,899
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,1,2020,7,15.9,268,151,93,67,60,118,314,585,605,605,682,771,914,1051,1210,1549,1582,1218,941,799,713,622,518,461
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,2,2020,7,19.1,284,177,121,120,173,525,1582,1811,1461,1150,943,907,910,929,980,917,992,955,878,833,743,683,591,437
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,0,2021,10,61.1,911,529,359,289,402,1143,2883,3505,3456,3191,3034,3261,3465,3673,3975,4318,4219,3742,3550,3250,2728,2033,1736,1415
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,1,2021,10,30.4,548,315,206,156,156,325,988,1423,1374,1430,1437,1540,1717,1908,2061,2259,2285,2092,1995,1761,1506,1134,993,791
